candidate_name,party_name,storkreds,tiktok_handle,tiktok_url,handle_score,name_score,party_score,context_score,total_score,auto_status,review
"Frederik Houmann Thuesen","Venstre","Vestjyllands Storkreds","frederikhoumannth","https://www.tiktok.com/@frederikhoumannth","0","25","8","5","38","manual_review","korrekt"
"Anders Kühnau","Socialdemokratiet","Østjyllands Storkreds","sebastianibyraadet","https://www.tiktok.com/@sebastianibyraadet","0","25","8","5","38","manual_review","ingen_konto"
"Helene Lykke","Liberal Alliance","Sydjyllands Storkreds","hjal8","https://www.tiktok.com/@hjal8","18","12","8","0","38","manual_review","korrekt"
"Isabel Havndrup Aackmann","Radikale Venstre","Københavns Omegns Storkreds","havndrup","https://www.tiktok.com/@havndrup","0","25","8","5","38","manual_review","korrekt"
"Morten Ryom","Socialdemokratiet","Nordjyllands Storkreds","ry0m18","https://www.tiktok.com/@ry0m18","0","25","8","5","38","manual_review","korrekt"
"Emma Biørn Tretow-Fish","Radikale Venstre","Nordjyllands Storkreds","brotherfishemma","https://www.tiktok.com/@brotherfishemma","18","12","8","0","38","manual_review","ingen_konto"
"Sara Emil Baaring","Socialdemokratiet","Fyns Storkreds","saraemilbaaring","https://www.tiktok.com/@saraemilbaaring","0","25","8","5","38","manual_review","korrekt"
"Rune Kristensen","Det Konservative Folkeparti","Sjællands Storkreds","frank.nielsen_dan","https://www.tiktok.com/@frank.nielsen_dan","0","25","8","5","38","manual_review","ingen_konto"
"Marianne Karlsmose","Det Konservative Folkeparti","Vestjyllands Storkreds","user2.0abc","https://www.tiktok.com/@user2.0abc","0","25","8","5","38","manual_review","ingen_konto"
"Karina Lorentzen Dehnhardt","SF - Socialistisk Folkeparti","Sydjyllands Storkreds","karina_lorentzen","https://www.tiktok.com/@karina_lorentzen","0","16","15","5","36","manual_review","korrekt"
"Mikkel Westh Jepsen","Radikale Venstre","Nordsjællands Storkreds","mikkelwj2","https://www.tiktok.com/@mikkelwj2","0","16","15","5","36","manual_review","korrekt"
"Eik Dahl Bidstrup","Liberal Alliance","Bornholms Storkreds","eikdahlbidstrup","https://www.tiktok.com/@eikdahlbidstrup","18","8","8","0","34","manual_review","korrekt"
"Michael Portefee P. Lex","Radikale Venstre","Nordjyllands Storkreds","_lex_p","https://www.tiktok.com/@_lex_p","18","8","8","0","34","manual_review","ingen_konto"
"Anette Jensen Smith","Alternativet","Nordjyllands Storkreds","anette.jensen.smi","https://www.tiktok.com/@anette.jensen.smi","18","16","0","0","34","manual_review","korrekt"
"Eva Flyvholm 10,","Enhedslisten - De Rød-Grønne","Sjællands Storkreds","eva_jeanette10","https://www.tiktok.com/@eva_jeanette10","18","16","0","0","34","manual_review","ingen_konto"
"Marie Bjerre","Venstre","Nordjyllands Storkreds","cecilie050108","https://www.tiktok.com/@cecilie050108","0","25","8","0","33","manual_review","ingen_konto"
"Karsten Byrgesen","Borgernes Parti - Lars Boje Mathiesen","Sydjyllands Storkreds","karstenbyrgesen","https://www.tiktok.com/@karstenbyrgesen","0","25","8","0","33","manual_review","korrekt"
"Maria Durhuus","Socialdemokratiet","Københavns Omegns Storkreds","mariadurhuus1","https://www.tiktok.com/@mariadurhuus1","0","25","8","0","33","manual_review","korrekt"
"Joachim Riis","Liberal Alliance","Sjællands Storkreds","joachimjepsen","https://www.tiktok.com/@joachimjepsen","0","25","8","0","33","manual_review","ingen_konto"
"Jesper Petersen","Socialdemokratiet","Sydjyllands Storkreds","brawlgems927","https://www.tiktok.com/@brawlgems927","0","25","8","0","33","manual_review","afventer"
"Stig Ekman","Socialdemokratiet","Københavns Storkreds","framatbruket","https://www.tiktok.com/@framatbruket","0","25","8","0","33","manual_review","afventer"
"Kaare Dybvad Bek","Socialdemokratiet","Sjællands Storkreds","unherdtv","https://www.tiktok.com/@unherdtv","0","25","8","0","33","manual_review","afventer"
"Sofie Therese Svendsen","Det Konservative Folkeparti","Nordjyllands Storkreds","abenahlilibel","https://www.tiktok.com/@abenahlilibel","0","25","8","0","33","manual_review","afventer"
"Rune Christiansen","Radikale Venstre","Østjyllands Storkreds","katodeschuyter","https://www.tiktok.com/@katodeschuyter","0","25","8","0","33","manual_review","afventer"
"Rosa Eriksen","Moderaterne","Fyns Storkreds","danielamendozatu","https://www.tiktok.com/@danielamendozatu","0","25","8","0","33","manual_review","afventer"
"Rasmus Bjergegaard","Det Konservative Folkeparti","Københavns Storkreds","derekhartmandk","https://www.tiktok.com/@derekhartmandk","0","25","8","0","33","manual_review","afventer"
"Nikolaj Leed Henriksen","Venstre","Fyns Storkreds","vuodense","https://www.tiktok.com/@vuodense","0","25","8","0","33","manual_review","afventer"
"Niels Povlsgaard","Liberal Alliance","Østjyllands Storkreds","goodmoin.lina","https://www.tiktok.com/@goodmoin.lina","0","25","8","0","33","manual_review","afventer"
"Thomas Monberg","Socialdemokratiet","Østjyllands Storkreds","synctv3","https://www.tiktok.com/@synctv3","0","25","8","0","33","manual_review","afventer"
"Sophie Hæstorp Andersen","Socialdemokratiet","Københavns Storkreds","presse_fotos.dk","https://www.tiktok.com/@presse_fotos.dk","0","25","8","0","33","manual_review","afventer"
"Mikkel Senna Odoom","Radikale Venstre","Københavns Storkreds","intact.denmark","https://www.tiktok.com/@intact.denmark","0","25","8","0","33","manual_review","afventer"
"Mattias Tesfaye","Socialdemokratiet","Københavns Omegns Storkreds","skolelaerer","https://www.tiktok.com/@skolelaerer","0","25","8","0","33","manual_review","afventer"
"Frederik Bloch Münster","Det Konservative Folkeparti","Sydjyllands Storkreds","victorsbiler","https://www.tiktok.com/@victorsbiler","0","25","8","0","33","manual_review","afventer"
"Frederik Lundberg","Borgernes Parti - Lars Boje Mathiesen","Københavns Omegns Storkreds","the.meatstick","https://www.tiktok.com/@the.meatstick","0","25","8","0","33","manual_review","afventer"
"Freja Eva Lockenwitz","Radikale Venstre","Nordsjællands Storkreds","taehyungsby","https://www.tiktok.com/@taehyungsby","0","25","8","0","33","manual_review","afventer"
"Frida Bruun","Moderaterne","Sydjyllands Storkreds","almadamgaardd","https://www.tiktok.com/@almadamgaardd","0","25","8","0","33","manual_review","afventer"
"Jens Frost","Radikale Venstre","Københavns Omegns Storkreds","its_me_ralle","https://www.tiktok.com/@its_me_ralle","0","25","8","0","33","manual_review","afventer"
"Helene Fagerhøj","Det Konservative Folkeparti","Københavns Storkreds","helenefagerhoej","https://www.tiktok.com/@helenefagerhoej","0","25","8","0","33","manual_review","afventer"
"Gustav Wilde","Liberal Alliance","Fyns Storkreds","megustav","https://www.tiktok.com/@megustav","0","25","8","0","33","manual_review","afventer"
"Hans Skou","Venstre","Østjyllands Storkreds","kommunistisk.parti","https://www.tiktok.com/@kommunistisk.parti","0","25","8","0","33","manual_review","afventer"
"Anna Bjerre","Alternativet","Nordjyllands Storkreds","maealexxxxxx","https://www.tiktok.com/@maealexxxxxx","0","25","8","0","33","manual_review","afventer"
"Camilla Hoffmann","Socialdemokratiet","Københavns Storkreds","camillahf","https://www.tiktok.com/@camillahf","0","25","8","0","33","manual_review","afventer"
"Edris Qasimi","Radikale Venstre","Sjællands Storkreds","aburahman.officiall","https://www.tiktok.com/@aburahman.officiall","0","25","8","0","33","manual_review","afventer"
"Emil Moselund","Radikale Venstre","Københavns Storkreds","derekhartmandk","https://www.tiktok.com/@derekhartmandk","0","25","8","0","33","manual_review","afventer"
"Anders Sørensen","Alternativet","Københavns Storkreds","haverslev_truckspotter","https://www.tiktok.com/@haverslev_truckspotter","0","25","8","0","33","manual_review","afventer"
"Ane Halsboe-Jørgensen","Socialdemokratiet","Nordjyllands Storkreds","ane.halsboejrgense","https://www.tiktok.com/@ane.halsboejrgense","0","25","8","0","33","manual_review","afventer"
"Lise Müller","SF - Socialistisk Folkeparti","Fyns Storkreds","lisamuller24","https://www.tiktok.com/@lisamuller24","18","12","0","0","30","manual_review","afventer"
"Karina Adsbøl","Danmarksdemokraterne - Inger Støjberg","Sydjyllands Storkreds","kimmiethecrimi","https://www.tiktok.com/@kimmiethecrimi","0","25","0","5","30","manual_review","afventer"
"Sofus Teislev","SF - Socialistisk Folkeparti","Sydjyllands Storkreds","nicolaiek","https://www.tiktok.com/@nicolaiek","0","12","15","0","27","manual_review","afventer"
"Matilde Skov-Hansen","Alternativet","Fyns Storkreds","mathilde.s.hansen","https://www.tiktok.com/@mathilde.s.hansen","18","8","0","0","26","manual_review","afventer"
"Christina Eilers","Enhedslisten - De Rød-Grønne","Nordjyllands Storkreds","shawarmaclassic.sa","https://www.tiktok.com/@shawarmaclassic.sa","0","25","0","0","25","manual_review","afventer"
"Chelle Lilly Albøge","Liberal Alliance","Nordsjællands Storkreds","chelle.lilly","https://www.tiktok.com/@chelle.lilly","0","25","0","0","25","manual_review","afventer"
"Charlotte Munch","Danmarksdemokraterne - Inger Støjberg","Københavns Omegns Storkreds","multiverseofmcfly","https://www.tiktok.com/@multiverseofmcfly","0","25","0","0","25","manual_review","afventer"
"Bjørn Olsen","Alternativet","Østjyllands Storkreds","bjoornbjoorn","https://www.tiktok.com/@bjoornbjoorn","0","25","0","0","25","manual_review","afventer"
"Halime Oguz","SF - Socialistisk Folkeparti","Københavns Storkreds","saraelkhatib","https://www.tiktok.com/@saraelkhatib","0","25","0","0","25","manual_review","afventer"
"Jesper Kiel","Enhedslisten - De Rød-Grønne","Fyns Storkreds","arlinnda","https://www.tiktok.com/@arlinnda","0","25","0","0","25","manual_review","afventer"
"Jacob Holm","Alternativet","Fyns Storkreds","jacob5106","https://www.tiktok.com/@jacob5106","0","25","0","0","25","manual_review","afventer"
"Henning Jørgensen","SF - Socialistisk Folkeparti","Nordjyllands Storkreds","interiornerds","https://www.tiktok.com/@interiornerds","0","25","0","0","25","manual_review","afventer"
"Jim Zakaria","Dansk Folkeparti","Sydjyllands Storkreds","umar.raajpoot","https://www.tiktok.com/@umar.raajpoot","0","25","0","0","25","manual_review","afventer"
"HP Beck","Liberal Alliance","Nordjyllands Storkreds","beryl_goofball","https://www.tiktok.com/@beryl_goofball","0","25","0","0","25","manual_review","afventer"
"Dina Person","Danmarksdemokraterne - Inger Støjberg","Sjællands Storkreds","konami109","https://www.tiktok.com/@konami109","0","25","0","0","25","manual_review","afventer"
"Dennis Munk","Enhedslisten - De Rød-Grønne","Østjyllands Storkreds","the.nordic.hiking.guy","https://www.tiktok.com/@the.nordic.hiking.guy","0","25","0","0","25","manual_review","afventer"
"Jonas Juhl","Liberal Alliance","Københavns Omegns Storkreds","nurabekskye01","https://www.tiktok.com/@nurabekskye01","0","25","0","0","25","manual_review","afventer"
"Kim Sørensen","Alternativet","Østjyllands Storkreds","kimxnor","https://www.tiktok.com/@kimxnor","0","25","0","0","25","manual_review","afventer"
"Kenneth Fredslund Petersen","Danmarksdemokraterne - Inger Støjberg","Sydjyllands Storkreds","truckerpodcast","https://www.tiktok.com/@truckerpodcast","0","25","0","0","25","manual_review","afventer"
"Rasmus T. Mortensen","SF - Socialistisk Folkeparti","Østjyllands Storkreds","holoquezt","https://www.tiktok.com/@holoquezt","0","25","0","0","25","manual_review","afventer"
"Peder Larsen","SF - Socialistisk Folkeparti","Nordjyllands Storkreds","ramingud","https://www.tiktok.com/@ramingud","0","25","0","0","25","manual_review","afventer"
"Patrick Bryhl","Danmarksdemokraterne - Inger Støjberg","Sydjyllands Storkreds","ddungdom","https://www.tiktok.com/@ddungdom","0","25","0","0","25","manual_review","afventer"
"Nikoline Erbs Hillers-Bendtsen","Alternativet","Østjyllands Storkreds","nikolineerbs","https://www.tiktok.com/@nikolineerbs","0","25","0","0","25","manual_review","afventer"
"Morten Siig Henriksen","SF - Socialistisk Folkeparti","Østjyllands Storkreds","janjgoo1","https://www.tiktok.com/@janjgoo1","0","25","0","0","25","manual_review","afventer"
"Mette Friis","Alternativet","Sjællands Storkreds","mettekf","https://www.tiktok.com/@mettekf","0","25","0","0","25","manual_review","afventer"
"Melina Andersen","SF - Socialistisk Folkeparti","Nordjyllands Storkreds","linaduved2","https://www.tiktok.com/@linaduved2","0","25","0","0","25","manual_review","afventer"
"Magnus Flensborg","SF - Socialistisk Folkeparti","Sydjyllands Storkreds","saodieutv","https://www.tiktok.com/@saodieutv","0","25","0","0","25","manual_review","afventer"
"Magnus Bigum","Danmarksdemokraterne - Inger Støjberg","Østjyllands Storkreds","strangerthings2224","https://www.tiktok.com/@strangerthings2224","0","25","0","0","25","manual_review","afventer"
"Knud Nielsen","Dansk Folkeparti","Vestjyllands Storkreds","ashleeswest","https://www.tiktok.com/@ashleeswest","0","25","0","0","25","manual_review","afventer"
"Troels Stru Schmidt","SF - Socialistisk Folkeparti","Københavns Omegns Storkreds","nanobitten","https://www.tiktok.com/@nanobitten","0","25","0","0","25","manual_review","afventer"
"Thomas Lindqvist","Alternativet","Københavns Omegns Storkreds","vicki_belo","https://www.tiktok.com/@vicki_belo","0","25","0","0","25","manual_review","afventer"
"Theresa Scavenius","Uden for partierne","Københavns Storkreds","dendyrisketiktok","https://www.tiktok.com/@dendyrisketiktok","0","25","0","0","25","manual_review","afventer"
"Stine Larsen","Alternativet","Fyns Storkreds","jordancalmexe5","https://www.tiktok.com/@jordancalmexe5","0","25","0","0","25","manual_review","afventer"
"Sofie Valbjørn","Alternativet","Bornholms Storkreds","adampb337","https://www.tiktok.com/@adampb337","0","25","0","0","25","manual_review","afventer"
"Reinout Bosch","Enhedslisten - De Rød-Grønne","Københavns Storkreds","rogvificeret","https://www.tiktok.com/@rogvificeret","0","25","0","0","25","manual_review","afventer"
"Frida Qvist Kristensen","Moderaterne","Sjællands Storkreds","esnydefender","https://www.tiktok.com/@esnydefender","0","16","8","0","24","manual_review","afventer"
"Lasse Hildingberg","Venstre","Sydjyllands Storkreds","lasselom","https://www.tiktok.com/@lasselom","0","12","8","0","20","manual_review","afventer"
"Kasper Roug","Socialdemokratiet","Sjællands Storkreds","kasper.ronge","https://www.tiktok.com/@kasper.ronge","0","12","8","0","20","manual_review","afventer"
"Jørn Dohrmann","Borgernes Parti - Lars Boje Mathiesen","Sydjyllands Storkreds","lijorn","https://www.tiktok.com/@lijorn","0","12","8","0","20","manual_review","afventer"
"Julie Herdal","Radikale Venstre","Københavns Storkreds","julieherbalcentre","https://www.tiktok.com/@julieherbalcentre","0","12","8","0","20","manual_review","afventer"
"Jacob Robsøe","Radikale Venstre","Nordjyllands Storkreds","imjacobrose","https://www.tiktok.com/@imjacobrose","0","12","8","0","20","manual_review","afventer"
"Frederik Germann","Det Konservative Folkeparti","Nordsjællands Storkreds","lascasasreales","https://www.tiktok.com/@lascasasreales","0","12","8","0","20","manual_review","afventer"
"Christina Falkberg","Radikale Venstre","Københavns Omegns Storkreds","workoutsbychristina","https://www.tiktok.com/@workoutsbychristina","0","12","8","0","20","manual_review","afventer"
"Annette Rieva","Venstre","Nordsjællands Storkreds","annetteriverarees","https://www.tiktok.com/@annetteriverarees","0","12","8","0","20","manual_review","afventer"
"Kira Danholm","Liberal Alliance","Nordsjællands Storkreds","kiraslaps","https://www.tiktok.com/@kiraslaps","0","12","8","0","20","manual_review","afventer"
"Thomas Heuniche","Liberal Alliance","Nordjyllands Storkreds","thomasheinrich","https://www.tiktok.com/@thomasheinrich","0","12","8","0","20","manual_review","afventer"
"Sebastian Støckler","Venstre","Østjyllands Storkreds","sostickler","https://www.tiktok.com/@sostickler","0","12","8","0","20","manual_review","afventer"
"Rasmus Harning","Alternativet","Nordsjællands Storkreds","katrinenoergaardjensen","https://www.tiktok.com/@katrinenoergaardjensen","0","12","8","0","20","manual_review","afventer"
"Paulina Laparil","Borgernes Parti - Lars Boje Mathiesen","Nordjyllands Storkreds","kiingpaulina","https://www.tiktok.com/@kiingpaulina","0","12","8","0","20","manual_review","afventer"
"Michael Rosenmark","Danmarksdemokraterne - Inger Støjberg","Sjællands Storkreds","michael.dicostanzo","https://www.tiktok.com/@michael.dicostanzo","0","12","8","0","20","manual_review","afventer"
"Mads Brenøe","Liberal Alliance","Sjællands Storkreds","madsobrine.wp","https://www.tiktok.com/@madsobrine.wp","0","12","8","0","20","manual_review","afventer"
"Ane Line Søndergaard","Alternativet","Sydjyllands Storkreds","annesmadsen","https://www.tiktok.com/@annesmadsen","0","8","8","0","16","manual_review","afventer"
"Allan Hansen Lindemark","Alternativet","Sjællands Storkreds","kong_allan","https://www.tiktok.com/@kong_allan","0","16","0","0","16","manual_review","afventer"
"Steen Asgeir Petersen","Radikale Venstre","Nordjyllands Storkreds","camillakayserherm","https://www.tiktok.com/@camillakayserherm","0","16","0","0","16","manual_review","afventer"
"Peder Key Kristiansen","Socialdemokratiet","Nordjyllands Storkreds","peterkeyslims","https://www.tiktok.com/@peterkeyslims","0","8","8","0","16","manual_review","afventer"
"Isabella Apelroth","Alternativet","Sjællands Storkreds","isabellapmayer","https://www.tiktok.com/@isabellapmayer","0","12","0","0","12","manual_review","afventer"
"Bianca Vitting","Enhedslisten - De Rød-Grønne","Københavns Omegns Storkreds","beyond.biagio","https://www.tiktok.com/@beyond.biagio","0","12","0","0","12","manual_review","afventer"
"Nils Brøgger","SF - Socialistisk Folkeparti","Vestjyllands Storkreds","nicolebroegger","https://www.tiktok.com/@nicolebroegger","0","12","0","0","12","manual_review","afventer"
"Lone Glarbo","Danmarksdemokraterne - Inger Støjberg","Østjyllands Storkreds","lonelobospodcast","https://www.tiktok.com/@lonelobospodcast","0","12","0","0","12","manual_review","afventer"
"Ulrik Appel","Enhedslisten - De Rød-Grønne","Nordjyllands Storkreds","ulrikbe","https://www.tiktok.com/@ulrikbe","0","12","0","0","12","manual_review","afventer"
"Timm Bøttger","SF - Socialistisk Folkeparti","Sydjyllands Storkreds","ohheyitsnottim","https://www.tiktok.com/@ohheyitsnottim","0","12","0","0","12","manual_review","afventer"
"Lasse Mejer Petersen","Enhedslisten - De Rød-Grønne","Nordjyllands Storkreds","fuwudbae","https://www.tiktok.com/@fuwudbae","0","8","0","0","8","manual_review","afventer"
"Bjarke Jensen","Radikale Venstre","Østjyllands Storkreds","luciaacrcles","https://www.tiktok.com/@luciaacrcles","0","0","8","0","8","manual_review","afventer"
"Tenna Duch Schaldemose","Alternativet","Østjyllands Storkreds","squishypeeps0","https://www.tiktok.com/@squishypeeps0","0","8","0","0","8","manual_review","afventer"
"Louise Stenmann","Socialdemokratiet","Østjyllands Storkreds","ms.steinmann","https://www.tiktok.com/@ms.steinmann","0","0","8","0","8","manual_review","afventer"
"Roger Courage Matthisen","Alternativet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Robert Mørck","Liberal Alliance","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Preben Bang Henriksen","Venstre","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Philip Solberg","Liberal Alliance","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Peter Martin Jakobsen","Alternativet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Peter Have","Moderaterne","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Peter Faber","Borgernes Parti - Lars Boje Mathiesen","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Per Larsen","Det Konservative Folkeparti","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Per Kamp Stefansen","Socialdemokratiet","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Ole Lynggaard Jørgensen","Radikale Venstre","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Nikolai Eskild Jensen","Alternativet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Niels Kristian Larsen","SF - Socialistisk Folkeparti","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Niels Christensen","Borgernes Parti - Lars Boje Mathiesen","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Nicolai Wammen","Socialdemokratiet","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"René Flou","Det Konservative Folkeparti","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Rasmus Stoklund","Socialdemokratiet","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Rasmus Sandvej","Det Konservative Folkeparti","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Rasmus Horn Langhoff","Socialdemokratiet","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Bo Bertelsen","SF - Socialistisk Folkeparti","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Bering","SF - Socialistisk Folkeparti","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Hvidberg Greve","Alternativet","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Messerschmidt","Dansk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Riis","Enhedslisten - De Rød-Grønne","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Vehl Revsbeck","Danmarksdemokraterne - Inger Støjberg","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Nana Harring","Dansk Folkeparti","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Bødskov","Socialdemokratiet","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten Dehn","Borgernes Parti - Lars Boje Mathiesen","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Morten E.G. Brautsch","Moderaterne","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Charlotte Nellemann","Liberal Alliance","Københavns Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Caroline Lochow","Enhedslisten - De Rød-Grønne","Københavns Omegns Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Camilla Schuster Nygaard","Moderaterne","Fyns Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Steffen Sjørslev","Liberal Alliance","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Astrid Søborg","Venstre","Københavns Omegns Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Stephanie Lose","Venstre","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Stina Egedius Miller","SF - Socialistisk Folkeparti","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anita Vivi Lilholt","Venstre","Nordjyllands Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Sólbjørg Jakobsen","Liberal Alliance","Nordjyllands Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Joan Kragh","SF - Socialistisk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Helena Artmann Andresen","Liberal Alliance","Sydjyllands Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Claus Jørgensen","SF - Socialistisk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Taner Genc","SF - Socialistisk Folkeparti","Københavns Omegns Storkreds","","","0","0","0","0","0","possible_match","afventer"
"Maria Enemark","Borgernes Parti - Lars Boje Mathiesen","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Maria Radoor","Socialdemokratiet","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marianne Mortensen","Radikale Venstre","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marie Brixtofte","Venstre","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marie Wandel","Radikale Venstre","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marlene Harpsøe","Danmarksdemokraterne - Inger Støjberg","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Martin Kjærulff","Alternativet","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Martin Lidegaard","Radikale Venstre","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Martin Nordstjerne","Borgernes Parti - Lars Boje Mathiesen","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Martin Sanderhoff","Moderaterne","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mathias D. Christiansen","Enhedslisten - De Rød-Grønne","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mathias Fuglsang","Borgernes Parti - Lars Boje Mathiesen","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mercedes Czank","Dansk Folkeparti","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mette Hvid Brockmann","Radikale Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Michael Klausen","Liberal Alliance","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Michael Schjelde","Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Michelle Sundahl","Dansk Folkeparti","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mogens Jensen","Socialdemokratiet","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Monika Rubin","Moderaterne","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Ludmila Plenge 2,","Enhedslisten - De Rød-Grønne","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Louise Elholm","Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lotte Rod","Radikale Venstre","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marcus Vesterager","Socialdemokratiet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Marcus Knuth","Det Konservative Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Magnus Barsøe","Socialdemokratiet","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mads Ramstedt","Det Konservative Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Mads Damgaard Mortensen","Alternativet","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lau Sørensen","Det Konservative Folkeparti","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Simon Bech Munch-Petersen","Radikale Venstre","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Siff Tang Lassen","Det Konservative Folkeparti","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lisbeth Dam Larsen","Moderaterne","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Rune Mikkelsen","Danmarksdemokraterne - Inger Støjberg","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Natasja Bruun Knudsen","Det Konservative Folkeparti","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anders Bork","Dansk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anders Havelund Krøyer","Det Konservative Folkeparti","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anders Storgaard","Det Konservative Folkeparti","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anja Busch","Borgernes Parti - Lars Boje Mathiesen","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anne Fiber","Det Konservative Folkeparti","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Anne Valentina Berthelsen","SF - Socialistisk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Asbjørn Reissmann","Socialdemokratiet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Asta Kofod","Enhedslisten - De Rød-Grønne","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
