candidate_name,party_name,storkreds,tiktok_handle,tiktok_url,handle_score,name_score,party_score,context_score,total_score,status
Hans Skou,Venstre,Østjyllands Storkreds,kommunistisk.parti,https://www.tiktok.com/@kommunistisk.parti,0,25,8,0,33,manual_review
Helene Fagerhøj,Det Konservative Folkeparti,Københavns Storkreds,helenefagerhoej,https://www.tiktok.com/@helenefagerhoej,0,25,8,0,33,manual_review
Jens Frost,Radikale Venstre,Københavns Omegns Storkreds,its_me_ralle,https://www.tiktok.com/@its_me_ralle,0,25,8,0,33,manual_review
Jesper Petersen,Socialdemokratiet,Sydjyllands Storkreds,brawlgems927,https://www.tiktok.com/@brawlgems927,0,25,8,0,33,manual_review
Joachim Riis,Liberal Alliance,Sjællands Storkreds,joachimjepsen,https://www.tiktok.com/@joachimjepsen,0,25,8,0,33,manual_review
Kaare Dybvad Bek,Socialdemokratiet,Sjællands Storkreds,unherdtv,https://www.tiktok.com/@unherdtv,0,25,8,0,33,manual_review
Karsten Byrgesen,Borgernes Parti - Lars Boje Mathiesen,Sydjyllands Storkreds,sydavisen,https://www.tiktok.com/@sydavisen,0,25,8,0,33,manual_review
Maria Durhuus,Socialdemokratiet,Københavns Omegns Storkreds,anderswinnerskjold,https://www.tiktok.com/@anderswinnerskjold,0,25,8,0,33,manual_review
Marie Bjerre,Venstre,Nordjyllands Storkreds,cecilie050108,https://www.tiktok.com/@cecilie050108,0,25,8,0,33,manual_review
Mattias Tesfaye,Socialdemokratiet,Københavns Omegns Storkreds,skolelaerer,https://www.tiktok.com/@skolelaerer,0,25,8,0,33,manual_review
Mikkel Senna Odoom,Radikale Venstre,Københavns Storkreds,intact.denmark,https://www.tiktok.com/@intact.denmark,0,25,8,0,33,manual_review
Niels Povlsgaard,Liberal Alliance,Østjyllands Storkreds,goodmoin.lina,https://www.tiktok.com/@goodmoin.lina,0,25,8,0,33,manual_review
Nikolaj Leed Henriksen,Venstre,Fyns Storkreds,vuodense,https://www.tiktok.com/@vuodense,0,25,8,0,33,manual_review
Rasmus Bjergegaard,Det Konservative Folkeparti,Københavns Storkreds,derekhartmandk,https://www.tiktok.com/@derekhartmandk,0,25,8,0,33,manual_review
Rosa Eriksen,Moderaterne,Fyns Storkreds,danielamendozatu,https://www.tiktok.com/@danielamendozatu,0,25,8,0,33,manual_review
Rune Christiansen,Radikale Venstre,Østjyllands Storkreds,katodeschuyter,https://www.tiktok.com/@katodeschuyter,0,25,8,0,33,manual_review
Sofie Therese Svendsen,Det Konservative Folkeparti,Nordjyllands Storkreds,abenahlilibel,https://www.tiktok.com/@abenahlilibel,0,25,8,0,33,manual_review
Sophie Hæstorp Andersen,Socialdemokratiet,Københavns Storkreds,presse_fotos.dk,https://www.tiktok.com/@presse_fotos.dk,0,25,8,0,33,manual_review
Stig Ekman,Socialdemokratiet,Københavns Storkreds,framatbruket,https://www.tiktok.com/@framatbruket,0,25,8,0,33,manual_review
Thomas Monberg,Socialdemokratiet,Østjyllands Storkreds,synctv3,https://www.tiktok.com/@synctv3,0,25,8,0,33,manual_review
Karina Adsbøl,Danmarksdemokraterne - Inger Støjberg,Sydjyllands Storkreds,kimmiethecrimi,https://www.tiktok.com/@kimmiethecrimi,0,25,0,5,30,manual_review
Lise Müller,SF - Socialistisk Folkeparti,Fyns Storkreds,lisamuller24,https://www.tiktok.com/@lisamuller24,18,12,0,0,30,manual_review
Sofus Teislev,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,nicolaiek,https://www.tiktok.com/@nicolaiek,0,12,15,0,27,manual_review
Matilde Skov-Hansen,Alternativet,Fyns Storkreds,mathilde.s.hansen,https://www.tiktok.com/@mathilde.s.hansen,18,8,0,0,26,manual_review
Bjørn Olsen,Alternativet,Østjyllands Storkreds,bjoornbjoorn,https://www.tiktok.com/@bjoornbjoorn,0,25,0,0,25,manual_review
Charlotte Munch,Danmarksdemokraterne - Inger Støjberg,Københavns Omegns Storkreds,multiverseofmcfly,https://www.tiktok.com/@multiverseofmcfly,0,25,0,0,25,manual_review
Chelle Lilly Albøge,Liberal Alliance,Nordsjællands Storkreds,chelle.lilly,https://www.tiktok.com/@chelle.lilly,0,25,0,0,25,manual_review
Christina Eilers,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,shawarmaclassic.sa,https://www.tiktok.com/@shawarmaclassic.sa,0,25,0,0,25,manual_review
Dennis Munk,Enhedslisten - De Rød-Grønne,Østjyllands Storkreds,the.nordic.hiking.guy,https://www.tiktok.com/@the.nordic.hiking.guy,0,25,0,0,25,manual_review
Dina Person,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,konami109,https://www.tiktok.com/@konami109,0,25,0,0,25,manual_review
HP Beck,Liberal Alliance,Nordjyllands Storkreds,beryl_goofball,https://www.tiktok.com/@beryl_goofball,0,25,0,0,25,manual_review
Halime Oguz,SF - Socialistisk Folkeparti,Københavns Storkreds,saraelkhatib,https://www.tiktok.com/@saraelkhatib,0,25,0,0,25,manual_review
Henning Jørgensen,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,interiornerds,https://www.tiktok.com/@interiornerds,0,25,0,0,25,manual_review
Jacob Holm,Alternativet,Fyns Storkreds,jacob5106,https://www.tiktok.com/@jacob5106,0,25,0,0,25,manual_review
Jesper Kiel,Enhedslisten - De Rød-Grønne,Fyns Storkreds,arlinnda,https://www.tiktok.com/@arlinnda,0,25,0,0,25,manual_review
Jim Zakaria,Dansk Folkeparti,Sydjyllands Storkreds,umar.raajpoot,https://www.tiktok.com/@umar.raajpoot,0,25,0,0,25,manual_review
Jonas Juhl,Liberal Alliance,Københavns Omegns Storkreds,nurabekskye01,https://www.tiktok.com/@nurabekskye01,0,25,0,0,25,manual_review
Kenneth Fredslund Petersen,Danmarksdemokraterne - Inger Støjberg,Sydjyllands Storkreds,truckerpodcast,https://www.tiktok.com/@truckerpodcast,0,25,0,0,25,manual_review
Kim Sørensen,Alternativet,Østjyllands Storkreds,kimxnor,https://www.tiktok.com/@kimxnor,0,25,0,0,25,manual_review
Knud Nielsen,Dansk Folkeparti,Vestjyllands Storkreds,ashleeswest,https://www.tiktok.com/@ashleeswest,0,25,0,0,25,manual_review
Magnus Bigum,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,strangerthings2224,https://www.tiktok.com/@strangerthings2224,0,25,0,0,25,manual_review
Magnus Flensborg,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,saodieutv,https://www.tiktok.com/@saodieutv,0,25,0,0,25,manual_review
Melina Andersen,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,linaduved2,https://www.tiktok.com/@linaduved2,0,25,0,0,25,manual_review
Mette Friis,Alternativet,Sjællands Storkreds,mettekf,https://www.tiktok.com/@mettekf,0,25,0,0,25,manual_review
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,janjgoo1,https://www.tiktok.com/@janjgoo1,0,25,0,0,25,manual_review
Nikoline Erbs Hillers-Bendtsen,Alternativet,Østjyllands Storkreds,nikolineerbs,https://www.tiktok.com/@nikolineerbs,0,25,0,0,25,manual_review
Patrick Bryhl,Danmarksdemokraterne - Inger Støjberg,Sydjyllands Storkreds,ddungdom,https://www.tiktok.com/@ddungdom,0,25,0,0,25,manual_review
Peder Larsen,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,ramingud,https://www.tiktok.com/@ramingud,0,25,0,0,25,manual_review
Rasmus T. Mortensen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,holoquezt,https://www.tiktok.com/@holoquezt,0,25,0,0,25,manual_review
Reinout Bosch,Enhedslisten - De Rød-Grønne,Københavns Storkreds,rogvificeret,https://www.tiktok.com/@rogvificeret,0,25,0,0,25,manual_review
Sofie Valbjørn,Alternativet,Bornholms Storkreds,adampb337,https://www.tiktok.com/@adampb337,0,25,0,0,25,manual_review
Stine Larsen,Alternativet,Fyns Storkreds,jordancalmexe5,https://www.tiktok.com/@jordancalmexe5,0,25,0,0,25,manual_review
Theresa Scavenius,Uden for partierne,Københavns Storkreds,dendyrisketiktok,https://www.tiktok.com/@dendyrisketiktok,0,25,0,0,25,manual_review
Thomas Lindqvist,Alternativet,Københavns Omegns Storkreds,vicki_belo,https://www.tiktok.com/@vicki_belo,0,25,0,0,25,manual_review
Troels Stru Schmidt,SF - Socialistisk Folkeparti,Københavns Omegns Storkreds,nanobitten,https://www.tiktok.com/@nanobitten,0,25,0,0,25,manual_review
Frida Qvist Kristensen,Moderaterne,Sjællands Storkreds,esnydefender,https://www.tiktok.com/@esnydefender,0,16,8,0,24,manual_review
Annette Rieva,Venstre,Nordsjællands Storkreds,annetteriverarees,https://www.tiktok.com/@annetteriverarees,0,12,8,0,20,manual_review
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,workoutsbychristina,https://www.tiktok.com/@workoutsbychristina,0,12,8,0,20,manual_review
Frederik Germann,Det Konservative Folkeparti,Nordsjællands Storkreds,lascasasreales,https://www.tiktok.com/@lascasasreales,0,12,8,0,20,manual_review
Jacob Robsøe,Radikale Venstre,Nordjyllands Storkreds,imjacobrose,https://www.tiktok.com/@imjacobrose,0,12,8,0,20,manual_review
Julie Herdal,Radikale Venstre,Københavns Storkreds,julieherbalcentre,https://www.tiktok.com/@julieherbalcentre,0,12,8,0,20,manual_review
Jørn Dohrmann,Borgernes Parti - Lars Boje Mathiesen,Sydjyllands Storkreds,lijorn,https://www.tiktok.com/@lijorn,0,12,8,0,20,manual_review
Kasper Roug,Socialdemokratiet,Sjællands Storkreds,kasper.ronge,https://www.tiktok.com/@kasper.ronge,0,12,8,0,20,manual_review
Kira Danholm,Liberal Alliance,Nordsjællands Storkreds,kiraslaps,https://www.tiktok.com/@kiraslaps,0,12,8,0,20,manual_review
Lasse Hildingberg,Venstre,Sydjyllands Storkreds,lasselom,https://www.tiktok.com/@lasselom,0,12,8,0,20,manual_review
Mads Brenøe,Liberal Alliance,Sjællands Storkreds,madsobrine.wp,https://www.tiktok.com/@madsobrine.wp,0,12,8,0,20,manual_review
Michael Rosenmark,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,michael.dicostanzo,https://www.tiktok.com/@michael.dicostanzo,0,12,8,0,20,manual_review
Paulina Laparil,Borgernes Parti - Lars Boje Mathiesen,Nordjyllands Storkreds,kiingpaulina,https://www.tiktok.com/@kiingpaulina,0,12,8,0,20,manual_review
Rasmus Harning,Alternativet,Nordsjællands Storkreds,katrinenoergaardjensen,https://www.tiktok.com/@katrinenoergaardjensen,0,12,8,0,20,manual_review
Sebastian Støckler,Venstre,Østjyllands Storkreds,sostickler,https://www.tiktok.com/@sostickler,0,12,8,0,20,manual_review
Thomas Heuniche,Liberal Alliance,Nordjyllands Storkreds,thomasheinrich,https://www.tiktok.com/@thomasheinrich,0,12,8,0,20,manual_review
Allan Hansen Lindemark,Alternativet,Sjællands Storkreds,kong_allan,https://www.tiktok.com/@kong_allan,0,16,0,0,16,manual_review
Ane Line Søndergaard,Alternativet,Sydjyllands Storkreds,annesmadsen,https://www.tiktok.com/@annesmadsen,0,8,8,0,16,manual_review
Peder Key Kristiansen,Socialdemokratiet,Nordjyllands Storkreds,peterkeyslims,https://www.tiktok.com/@peterkeyslims,0,8,8,0,16,manual_review
Steen Asgeir Petersen,Radikale Venstre,Nordjyllands Storkreds,camillakayserherm,https://www.tiktok.com/@camillakayserherm,0,16,0,0,16,manual_review
Bianca Vitting,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,beyond.biagio,https://www.tiktok.com/@beyond.biagio,0,12,0,0,12,manual_review
Isabella Apelroth,Alternativet,Sjællands Storkreds,isabellapmayer,https://www.tiktok.com/@isabellapmayer,0,12,0,0,12,manual_review
Lone Glarbo,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,lonelobospodcast,https://www.tiktok.com/@lonelobospodcast,0,12,0,0,12,manual_review
Nils Brøgger,SF - Socialistisk Folkeparti,Vestjyllands Storkreds,nicolebroegger,https://www.tiktok.com/@nicolebroegger,0,12,0,0,12,manual_review
Timm Bøttger,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,ohheyitsnottim,https://www.tiktok.com/@ohheyitsnottim,0,12,0,0,12,manual_review
Ulrik Appel,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,ulrikbe,https://www.tiktok.com/@ulrikbe,0,12,0,0,12,manual_review
Bjarke Jensen,Radikale Venstre,Østjyllands Storkreds,luciaacrcles,https://www.tiktok.com/@luciaacrcles,0,0,8,0,8,manual_review
Lasse Mejer Petersen,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,fuwudbae,https://www.tiktok.com/@fuwudbae,0,8,0,0,8,manual_review
Louise Stenmann,Socialdemokratiet,Østjyllands Storkreds,ms.steinmann,https://www.tiktok.com/@ms.steinmann,0,0,8,0,8,manual_review
Tenna Duch Schaldemose,Alternativet,Østjyllands Storkreds,squishypeeps0,https://www.tiktok.com/@squishypeeps0,0,8,0,0,8,manual_review
Anders Bork,Dansk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Anders Havelund Krøyer,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,manual_review
Anders Storgaard,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,manual_review
Anja Busch,Borgernes Parti - Lars Boje Mathiesen,Fyns Storkreds,,,0,0,0,0,0,manual_review
Anne Fiber,Det Konservative Folkeparti,Fyns Storkreds,,,0,0,0,0,0,manual_review
Anne Valentina Berthelsen,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Asbjørn Reissmann,Socialdemokratiet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Asta Kofod,Enhedslisten - De Rød-Grønne,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Astrid Carøe,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Benny Dall,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Benny Engelbrecht,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Betina Asbæk,Moderaterne,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Bjørn Jensen,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Bodil Nielsen,Alternativet,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Brian Perri,Moderaterne,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Caroline Stage,Moderaterne,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Carsten Bach,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Chris Hvidberg,Liberal Alliance,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Christian Faurholdt Jeppesen,Socialdemokratiet,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Christian Juhl,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Christian Jørgensen,Liberal Alliance,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Christian Mutwa Christensen,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Christian Vigilius,Det Konservative Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Christian Wibholm,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Christoffer Aagaard Melson,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Christoffer Emil Jexen,Enhedslisten - De Rød-Grønne,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Christopher Arzrouni,Liberal Alliance,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Claus Bakke,Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Claus Buch,Venstre,Københavns Storkreds,,,0,0,0,0,0,manual_review
Daniel Drefeld,Det Konservative Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Ditte Keidser,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Dorthe Beck-Nyling,Moderaterne,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Erik Veje Rasmussen,Venstre,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Filiz Sarah Thunø,Socialdemokratiet,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Flemming Møller Mortensen,Socialdemokratiet,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Frederik Grünfeld,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Gorm Simonsen,Radikale Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Hanne Bjørn,Liberal Alliance,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Henrik Frandsen,Moderaterne,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Henrik Jacobsen,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Henrik Møller,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Henrik Rejnholt Andersen,Venstre,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Ingrid Heintz,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Isabella Arendt,Det Konservative Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Jacob Bentsen,Dansk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Jacob Stryhn,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Jakob Ravn Karlsen,Alternativet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Jannie Boysen Westergaard,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne - Inger Støjberg,Fyns Storkreds,,,0,0,0,0,0,manual_review
Jeppe Bruus,Socialdemokratiet,Fyns Storkreds,,,0,0,0,0,0,manual_review
Jeppe Fransson,Radikale Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Johanna-Maria Precht,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
John Bjerg,Borgernes Parti - Lars Boje Mathiesen,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
John Rasmussen,Liberal Alliance,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Jonas Paludan,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Josephine Alstrup Kofod,Dansk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Kasper B.G. Lauritsen,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Kasper Flygare,Socialdemokratiet,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Katrine Robsøe,Radikale Venstre,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Kevin Possekel,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Kristian Thomsen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Lars Aagaard,Moderaterne,Fyns Storkreds,,,0,0,0,0,0,manual_review
Lars Boje Mathiesen,Borgernes Parti - Lars Boje Mathiesen,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Lars Fibæk,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Lars Green Bach,Radikale Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Lars Mogensen,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Lasse Olsen,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Lau Sørensen,Det Konservative Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Lisbeth Dam Larsen,Moderaterne,Københavns Storkreds,,,0,0,0,0,0,manual_review
Lotte Rod,Radikale Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Louise Elholm,Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
"Ludmila Plenge 2,",Enhedslisten - De Rød-Grønne,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Mads Damgaard Mortensen,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Mads Ramstedt,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Magnus Barsøe,Socialdemokratiet,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Marcus Knuth,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Marcus Vesterager,Socialdemokratiet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Maria Enemark,Borgernes Parti - Lars Boje Mathiesen,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Maria Radoor,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Marianne Mortensen,Radikale Venstre,Københavns Storkreds,,,0,0,0,0,0,manual_review
Marie Brixtofte,Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Marie Wandel,Radikale Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Marlene Harpsøe,Danmarksdemokraterne - Inger Støjberg,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Martin Kjærulff,Alternativet,Fyns Storkreds,,,0,0,0,0,0,manual_review
Martin Lidegaard,Radikale Venstre,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Martin Nordstjerne,Borgernes Parti - Lars Boje Mathiesen,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Martin Sanderhoff,Moderaterne,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Mathias D. Christiansen,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Mathias Fuglsang,Borgernes Parti - Lars Boje Mathiesen,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Mercedes Czank,Dansk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Mette Hvid Brockmann,Radikale Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Michael Klausen,Liberal Alliance,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Michael Schjelde,Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Michelle Sundahl,Dansk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Mogens Jensen,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Monika Rubin,Moderaterne,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Morten Bering,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,manual_review
Morten Bo Bertelsen,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Morten Bødskov,Socialdemokratiet,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Morten Dehn,Borgernes Parti - Lars Boje Mathiesen,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Morten E.G. Brautsch,Moderaterne,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Morten Hvidberg Greve,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Morten Messerschmidt,Dansk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Morten Riis,Enhedslisten - De Rød-Grønne,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Morten Vehl Revsbeck,Danmarksdemokraterne - Inger Støjberg,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Nana Harring,Dansk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Natasja Bruun Knudsen,Det Konservative Folkeparti,Fyns Storkreds,,,0,0,0,0,0,manual_review
Nicolai Wammen,Socialdemokratiet,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Niels Christensen,Borgernes Parti - Lars Boje Mathiesen,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Niels Kristian Larsen,SF - Socialistisk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Nikolai Eskild Jensen,Alternativet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Ole Lynggaard Jørgensen,Radikale Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Per Kamp Stefansen,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Per Larsen,Det Konservative Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Peter Faber,Borgernes Parti - Lars Boje Mathiesen,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Peter Have,Moderaterne,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Peter Martin Jakobsen,Alternativet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Philip Solberg,Liberal Alliance,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Preben Bang Henriksen,Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Rasmus Horn Langhoff,Socialdemokratiet,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Rasmus Sandvej,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Rasmus Stoklund,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
René Flou,Det Konservative Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,manual_review
Robert Mørck,Liberal Alliance,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Roger Courage Matthisen,Alternativet,Københavns Storkreds,,,0,0,0,0,0,manual_review
Rune Mikkelsen,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,,,0,0,0,0,0,manual_review
Siff Tang Lassen,Det Konservative Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
Simon Bech Munch-Petersen,Radikale Venstre,Bornholms Storkreds,,,0,0,0,0,0,manual_review
Steffen Sjørslev,Liberal Alliance,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Stephanie Lose,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Stina Egedius Miller,SF - Socialistisk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Stine Øllegaard,Enhedslisten - De Rød-Grønne,Fyns Storkreds,,,0,0,0,0,0,manual_review
Stinus Lindgreen,Radikale Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Susan H. Møller,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Søren Rye,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,manual_review
Søren T. Fugleberg,Borgernes Parti - Lars Boje Mathiesen,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Tenna Røberg,Dansk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,manual_review
Thorbern Alexander Klingert,Venstre,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Tim Larsen,Borgernes Parti - Lars Boje Mathiesen,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Tobias Bennedsen,Det Konservative Folkeparti,Fyns Storkreds,,,0,0,0,0,0,manual_review
Tommi Christensen,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,manual_review
Trine Jepsen,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,manual_review
