candidate_key,candidate_name,party_name,storkreds,age_num,education,tiktok_exists,candidate_votes_total_2026,party_votes_total_2026,vote_share_of_party_total_2026,videos_last_7d,videos_last_14d,videos_last_30d,videos_last_90d,videos_total_2026,prior_vote_share_of_party_2022,prior_party_rank_2022
Pernille Birch || Det Konservative Folkeparti || københavn,Pernille Birch,Det Konservative Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,657,133656,0.004915604237744658,0.0,0.0,0.0,0.0,0.0,,
Pernille Christensen || Moderaterne || nordsjælland,Pernille Christensen,Moderaterne,nordsjælland,0.0,Kandidat-/masteruddannelse,0,885,100412,0.008813687607058918,0.0,0.0,0.0,0.0,0.0,,
Pernille Skærsø || Alternativet || østjylland,Pernille Skærsø,Alternativet,østjylland,0.0,Kandidat-/masteruddannelse,0,187,44532,0.00419922752178209,0.0,0.0,0.0,0.0,0.0,,
Pernille Vermund || Liberal Alliance || sjælland,Pernille Vermund,Liberal Alliance,sjælland,0.0,Kandidat-/masteruddannelse,0,5751,117371,0.04899847492140307,0.0,0.0,0.0,0.0,0.0,,
Peter Bilgrav || Alternativet || vestjylland,Peter Bilgrav,Alternativet,vestjylland,0.0,Kandidat-/masteruddannelse,0,387,44532,0.008690379951495554,0.0,0.0,0.0,0.0,0.0,,
Peter Faber || Borgernes Parti - Lars Boje Mathiesen || nordsjælland,Peter Faber,Borgernes Parti - Lars Boje Mathiesen,nordsjælland,0.0,Erhvervsuddannelse,0,302,22238,0.01358035794585844,0.0,0.0,0.0,0.0,0.0,,
Peter Have || Moderaterne || østjylland,Peter Have,Moderaterne,østjylland,0.0,Ikke oplyst,0,676,100412,0.006732263076126359,0.0,0.0,0.0,0.0,0.0,0.016037465676117316,9.0
Peter Hummelgaard || Socialdemokratiet || københavn,Peter Hummelgaard,Socialdemokratiet,københavn,0.0,Kandidat-/masteruddannelse,1,11637,369428,0.03150004872397328,1.0,4.0,9.0,15.0,29.0,0.026157749103379375,9.0
Peter Juel-Jensen || Venstre || bornholm,Peter Juel-Jensen,Venstre,bornholm,0.0,Seminaruddannelse,0,3017,235636,0.012803646301923306,0.0,0.0,0.0,0.0,0.0,0.026080593030268124,14.0
Peter Kempf Pedersen || Socialdemokratiet || vestjylland,Peter Kempf Pedersen,Socialdemokratiet,vestjylland,0.0,Ikke oplyst,0,113,369428,0.0003058782766872029,0.0,0.0,0.0,0.0,0.0,0.0004349802715399424,54.0
Peter Kofod || Dansk Folkeparti || sydjylland,Peter Kofod,Dansk Folkeparti,sydjylland,0.0,Seminaruddannelse,0,15993,126849,0.12607903885722394,0.0,0.0,0.0,0.0,0.0,0.38160219909679954,1.0
Peter Larsen || Liberal Alliance || nordjylland,Peter Larsen,Liberal Alliance,nordjylland,0.0,Gymnasial uddannelse,0,1493,117371,0.012720348297279567,0.0,0.0,0.0,0.0,0.0,,
Peter Martin Jakobsen || Alternativet || københavn,Peter Martin Jakobsen,Alternativet,københavn,0.0,Bachelor-/diplomuddannelse,0,148,44532,0.0033234527979879636,0.0,0.0,0.0,0.0,0.0,,
Peter Roswall || Enhedslisten - De Rød-Grønne || sjælland,Peter Roswall,Enhedslisten - De Rød-Grønne,sjælland,0.0,Ikke oplyst,0,142,86659,0.0016386064921127639,0.0,0.0,0.0,0.0,0.0,,
Peter Samir || Alternativet || københavns omegn,Peter Samir,Alternativet,københavns omegn,0.0,Kandidat-/masteruddannelse,0,135,44532,0.0030315278900565883,0.0,0.0,0.0,0.0,0.0,,
Peter Skaarup || Danmarksdemokraterne - Inger Støjberg || sjælland,Peter Skaarup,Danmarksdemokraterne - Inger Støjberg,sjælland,0.0,Gymnasial uddannelse,1,1874,75770,0.024732743830011877,6.0,19.0,20.0,20.0,20.0,,
Peter Sporleder || Det Konservative Folkeparti || østjylland,Peter Sporleder,Det Konservative Folkeparti,østjylland,0.0,Kandidat-/masteruddannelse,0,1136,133656,0.008499431376069911,0.0,0.0,0.0,0.0,0.0,,
Peter Svarre Fridolf || Det Konservative Folkeparti || bornholm,Peter Svarre Fridolf,Det Konservative Folkeparti,bornholm,0.0,Ikke oplyst,0,97,133656,0.0007257437002454061,0.0,0.0,0.0,0.0,0.0,,
Peter Vestergaard || Radikale Venstre || vestjylland,Peter Vestergaard,Radikale Venstre,vestjylland,0.0,Gymnasial uddannelse,0,268,100983,0.0026539120446015664,0.0,0.0,0.0,0.0,0.0,,
Philip Solberg || Liberal Alliance || nordsjælland,Philip Solberg,Liberal Alliance,nordsjælland,0.0,Gymnasial uddannelse,0,365,117371,0.003109797138986632,0.0,0.0,0.0,0.0,0.0,,
Philip Vivet || Radikale Venstre || vestjylland,Philip Vivet,Radikale Venstre,vestjylland,0.0,Bachelor-/diplomuddannelse,0,1443,100983,0.014289533881940524,0.0,0.0,0.0,0.0,0.0,,
Phillip Kjær Luscombe || Venstre || sydjylland,Phillip Kjær Luscombe,Venstre,sydjylland,0.0,Kandidat-/masteruddannelse,0,992,235636,0.004209883039942963,0.0,0.0,0.0,0.0,0.0,,
Phillip Sperling || Venstre || nordjylland,Phillip Sperling,Venstre,nordjylland,0.0,Ph.d.-uddannelse,1,142,235636,0.000602624386766029,0.0,0.0,0.0,0.0,12.0,0.0022225083174663403,34.0
Pia Adelsteen || Dansk Folkeparti || nordsjælland,Pia Adelsteen,Dansk Folkeparti,nordsjælland,0.0,Gymnasial uddannelse,0,354,126849,0.0027907196745737056,0.0,0.0,0.0,0.0,0.0,0.052424896917337524,5.0
Pia Elberg || Radikale Venstre || nordjylland,Pia Elberg,Radikale Venstre,nordjylland,0.0,Kandidat-/masteruddannelse,0,389,100983,0.0038521335274254082,0.0,0.0,0.0,0.0,0.0,0.008357355684213075,21.0
Pia Halkjær || Socialdemokratiet || østjylland,Pia Halkjær,Socialdemokratiet,østjylland,0.0,Ikke oplyst,0,590,369428,0.0015970635685438029,0.0,0.0,0.0,0.0,0.0,,
Pia Offer Madsen || Liberal Alliance || fyn,Pia Offer Madsen,Liberal Alliance,fyn,0.0,Kandidat-/masteruddannelse,0,1573,117371,0.013401947670208143,0.0,0.0,0.0,0.0,0.0,,
Pia Olsen Dyhr || SF - Socialistisk Folkeparti || sjælland,Pia Olsen Dyhr,SF - Socialistisk Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,0,29344,180086,0.16294437102273357,0.0,0.0,0.0,0.0,0.0,,
Pil Christensen || Enhedslisten - De Rød-Grønne || københavn,Pil Christensen,Enhedslisten - De Rød-Grønne,københavn,0.0,Kandidat-/masteruddannelse,1,4725,86659,0.05452405405093527,1.0,3.0,7.0,8.0,8.0,,
Pil Yildiz || Enhedslisten - De Rød-Grønne || københavn,Pil Yildiz,Enhedslisten - De Rød-Grønne,københavn,0.0,Bachelor-/diplomuddannelse,0,737,86659,0.00850459848371202,0.0,0.0,0.0,0.0,0.0,,
Preben Bang Henriksen || Venstre || nordjylland,Preben Bang Henriksen,Venstre,nordjylland,0.0,Kandidat-/masteruddannelse,0,11947,235636,0.05070108132882921,0.0,0.0,0.0,0.0,0.0,0.07212310527777965,3.0
Preben Friis-Hauge || Venstre || sydjylland,Preben Friis-Hauge,Venstre,sydjylland,0.0,Kandidat-/masteruddannelse,0,2076,235636,0.008810198781170958,0.0,0.0,0.0,0.0,0.0,0.025416550911025133,16.0
Qasam Nazir Ahmad || Alternativet || københavn,Qasam Nazir Ahmad,Alternativet,københavn,0.0,Kandidat-/masteruddannelse,1,1165,44532,0.02616096290308093,7.0,13.0,21.0,23.0,59.0,,
Rabih Azad-Ahmad || Radikale Venstre || østjylland,Rabih Azad-Ahmad,Radikale Venstre,østjylland,0.0,Kandidat-/masteruddannelse,1,2385,100983,0.023617836665577374,5.0,9.0,14.0,20.0,26.0,,
Ragnar Dixen || Liberal Alliance || vestjylland,Ragnar Dixen,Liberal Alliance,vestjylland,0.0,Bachelor-/diplomuddannelse,0,685,117371,0.00583619463070094,0.0,0.0,0.0,0.0,0.0,0.006288444639718805,19.0
Ralf Høgedal || Venstre || vestjylland,Ralf Høgedal,Venstre,vestjylland,0.0,Gymnasial uddannelse,0,1479,235636,0.006276630056527865,0.0,0.0,0.0,0.0,0.0,,
Rashid Ali || Uden for partierne || københavn,Rashid Ali,Uden for partierne,københavn,0.0,Bachelor-/diplomuddannelse,1,75,2436,0.03078817733990148,0.0,0.0,0.0,1.0,5.0,,
Rasmus Bjergegaard || Det Konservative Folkeparti || københavn,Rasmus Bjergegaard,Det Konservative Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,871,133656,0.006516729514574729,0.0,0.0,0.0,0.0,0.0,,
Rasmus Elkjær Larsen || Det Konservative Folkeparti || sydjylland,Rasmus Elkjær Larsen,Det Konservative Folkeparti,sydjylland,0.0,Seminaruddannelse,0,1120,133656,0.008379721074998504,0.0,0.0,0.0,0.0,0.0,0.024409836490373402,14.0
Rasmus Harning || Alternativet || nordsjælland,Rasmus Harning,Alternativet,nordsjælland,0.0,Bachelor-/diplomuddannelse,0,136,44532,0.003053983652205156,0.0,0.0,0.0,0.0,0.0,,
Rasmus Horn Langhoff || Socialdemokratiet || sjælland,Rasmus Horn Langhoff,Socialdemokratiet,sjælland,0.0,Kandidat-/masteruddannelse,0,3648,369428,0.009874725250928463,0.0,0.0,0.0,0.0,0.0,0.013837985283635201,28.0
Rasmus Hylleberg || Venstre || sjælland,Rasmus Hylleberg,Venstre,sjælland,0.0,Kandidat-/masteruddannelse,0,624,235636,0.0026481522348028317,0.0,0.0,0.0,0.0,0.0,0.011803687466543797,25.0
Rasmus Lund-Nielsen || Moderaterne || nordsjælland,Rasmus Lund-Nielsen,Moderaterne,nordsjælland,0.0,Kandidat-/masteruddannelse,1,3574,100412,0.03559335537585149,1.0,1.0,1.0,1.0,8.0,,
Rasmus Paludan || Uden for partierne || københavn,Rasmus Paludan,Uden for partierne,københavn,0.0,Ikke oplyst,0,156,2436,0.06403940886699508,0.0,0.0,0.0,0.0,0.0,,
Rasmus Petersen || Enhedslisten - De Rød-Grønne || nordsjælland,Rasmus Petersen,Enhedslisten - De Rød-Grønne,nordsjælland,0.0,Kandidat-/masteruddannelse,0,224,86659,0.0025848440438961907,0.0,0.0,0.0,0.0,0.0,,
Rasmus Sandvej || Det Konservative Folkeparti || sydjylland,Rasmus Sandvej,Det Konservative Folkeparti,sydjylland,0.0,Bachelor-/diplomuddannelse,0,474,133656,0.0035464176692404383,0.0,0.0,0.0,0.0,0.0,0.011453447695058433,23.0
Rasmus Stoklund || Socialdemokratiet || nordsjælland,Rasmus Stoklund,Socialdemokratiet,nordsjælland,0.0,Kandidat-/masteruddannelse,0,4528,369428,0.012256786166722608,0.0,0.0,0.0,0.0,0.0,0.013040989173200726,29.0
Rasmus T. Mortensen || SF - Socialistisk Folkeparti || østjylland,Rasmus T. Mortensen,SF - Socialistisk Folkeparti,østjylland,0.0,Bachelor-/diplomuddannelse,0,550,180086,0.003054096376175827,0.0,0.0,0.0,0.0,0.0,,
Reinout Bosch || Enhedslisten - De Rød-Grønne || københavn,Reinout Bosch,Enhedslisten - De Rød-Grønne,københavn,0.0,Kandidat-/masteruddannelse,0,258,86659,0.002977186443416148,0.0,0.0,0.0,0.0,0.0,,
René Flou || Det Konservative Folkeparti || nordjylland,René Flou,Det Konservative Folkeparti,nordjylland,0.0,Ikke oplyst,0,222,133656,0.0016609804273657748,0.0,0.0,0.0,0.0,0.0,,
Reza Javid || Enhedslisten - De Rød-Grønne || fyn,Reza Javid,Enhedslisten - De Rød-Grønne,fyn,0.0,Kandidat-/masteruddannelse,1,597,86659,0.006889070956276901,0.0,0.0,0.0,2.0,3.0,0.01310500080398778,8.0
Ricki Vejsmose || Venstre || københavns omegn,Ricki Vejsmose,Venstre,københavns omegn,0.0,Gymnasial uddannelse,0,143,235636,0.0006068682204756489,0.0,0.0,0.0,0.0,0.0,0.0023715789972964,33.0
Rikke Christensen || Radikale Venstre || østjylland,Rikke Christensen,Radikale Venstre,østjylland,0.0,Seminaruddannelse,0,844,100983,0.008357842409118367,0.0,0.0,0.0,0.0,0.0,,
Rikke Hansen || Borgernes Parti - Lars Boje Mathiesen || københavn,Rikke Hansen,Borgernes Parti - Lars Boje Mathiesen,københavn,0.0,Bachelor-/diplomuddannelse,0,284,22238,0.012770932637827142,0.0,0.0,0.0,0.0,0.0,,
Rikke Olssen || Liberal Alliance || nordjylland,Rikke Olssen,Liberal Alliance,nordjylland,0.0,Erhvervsuddannelse,1,137,117371,0.0011672389261401879,5.0,10.0,20.0,22.0,75.0,,
Robert Mørck || Liberal Alliance || nordsjælland,Robert Mørck,Liberal Alliance,nordsjælland,0.0,Kandidat-/masteruddannelse,0,190,117371,0.0016187985107053702,0.0,0.0,0.0,0.0,0.0,0.0021419156414762743,28.0
Roger Courage Matthisen || Alternativet || københavn,Roger Courage Matthisen,Alternativet,københavn,0.0,Bachelor-/diplomuddannelse,1,325,44532,0.00729812269828438,0.0,0.0,0.0,0.0,0.0,,
Romeo Troelsgaard || Dansk Folkeparti || fyn,Romeo Troelsgaard,Dansk Folkeparti,fyn,0.0,Gymnasial uddannelse,1,326,126849,0.002569984785059401,19.0,37.0,91.0,144.0,151.0,,
Rosa Eriksen || Moderaterne || fyn,Rosa Eriksen,Moderaterne,fyn,0.0,Bachelor-/diplomuddannelse,0,2016,100412,0.02007728159980879,0.0,0.0,0.0,0.0,0.0,0.07528511985984064,3.0
Rosa Lund || Enhedslisten - De Rød-Grønne || københavn,Rosa Lund,Enhedslisten - De Rød-Grønne,københavn,0.0,Kandidat-/masteruddannelse,1,8621,86659,0.09948187724298688,3.0,5.0,12.0,19.0,23.0,0.2591520608886745,2.0
Ruben Kidde || Radikale Venstre || københavns omegn,Ruben Kidde,Radikale Venstre,københavns omegn,0.0,Kandidat-/masteruddannelse,1,862,100983,0.008536090233009516,1.0,3.0,9.0,17.0,22.0,,
Runa Friis Hansen || Enhedslisten - De Rød-Grønne || nordjylland,Runa Friis Hansen,Enhedslisten - De Rød-Grønne,nordjylland,0.0,Bachelor-/diplomuddannelse,1,459,86659,0.005296622393519427,0.0,0.0,0.0,0.0,0.0,0.00694109449536367,17.0
Rune Bønnelykke || Dansk Folkeparti || sydjylland,Rune Bønnelykke,Dansk Folkeparti,sydjylland,0.0,Bachelor-/diplomuddannelse,1,814,126849,0.006417078573737278,1.0,1.0,1.0,2.0,4.0,,
Rune Christiansen || Radikale Venstre || østjylland,Rune Christiansen,Radikale Venstre,østjylland,0.0,Kandidat-/masteruddannelse,0,683,100983,0.006763514650980858,0.0,0.0,0.0,0.0,0.0,0.029723117172549114,9.0
Rune Højer || Dansk Folkeparti || sydjylland,Rune Højer,Dansk Folkeparti,sydjylland,0.0,Ikke oplyst,0,123,126849,0.0009696568360806943,0.0,0.0,0.0,0.0,0.0,,
Rune Kristensen || Det Konservative Folkeparti || sjælland,Rune Kristensen,Det Konservative Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,0,1880,133656,0.014065960375890346,0.0,0.0,0.0,0.0,0.0,0.04335207690912389,7.0
Rune Mikkelsen || Danmarksdemokraterne - Inger Støjberg || østjylland,Rune Mikkelsen,Danmarksdemokraterne - Inger Støjberg,østjylland,0.0,Erhvervsuddannelse,0,675,75770,0.008908538999604065,0.0,0.0,0.0,0.0,0.0,,
Rune Palm || SF - Socialistisk Folkeparti || københavn,Rune Palm,SF - Socialistisk Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,801,180086,0.004447874904212432,0.0,0.0,0.0,0.0,0.0,,
Sadek Al-Amood || SF - Socialistisk Folkeparti || københavn,Sadek Al-Amood,SF - Socialistisk Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,1,1560,180086,0.008662527903335073,8.0,13.0,24.0,35.0,61.0,0.004734798106080757,34.0
Salik Anders Rosing || Alternativet || nordsjælland,Salik Anders Rosing,Alternativet,nordsjælland,0.0,Ph.d.-uddannelse,0,198,44532,0.00444624090541633,0.0,0.0,0.0,0.0,0.0,,
Samira Nawa || Radikale Venstre || københavn,Samira Nawa,Radikale Venstre,københavn,0.0,Kandidat-/masteruddannelse,1,10372,100983,0.10271035718883377,1.0,3.0,11.0,16.0,28.0,0.1526610304982922,2.0
Sandra Skalvig || Liberal Alliance || sjælland,Sandra Skalvig,Liberal Alliance,sjælland,0.0,Bachelor-/diplomuddannelse,0,191,117371,0.0016273185028669774,0.0,0.0,0.0,0.0,0.0,,
Sanne Pilgaard || Borgernes Parti - Lars Boje Mathiesen || sjælland,Sanne Pilgaard,Borgernes Parti - Lars Boje Mathiesen,sjælland,0.0,Ikke oplyst,0,586,22238,0.026351290583685582,0.0,0.0,0.0,0.0,0.0,,
Sara Emil Baaring || Socialdemokratiet || fyn,Sara Emil Baaring,Socialdemokratiet,fyn,0.0,Seminaruddannelse,1,3641,369428,0.009855777039098281,0.0,0.0,0.0,0.0,0.0,0.014724783772710179,26.0
Sara Pernille Jespersen || Moderaterne || østjylland,Sara Pernille Jespersen,Moderaterne,østjylland,0.0,Bachelor-/diplomuddannelse,0,428,100412,0.004262438752340358,0.0,0.0,0.0,0.0,0.0,,
Sara Tvilling || Liberal Alliance || nordjylland,Sara Tvilling,Liberal Alliance,nordjylland,0.0,Ikke oplyst,1,406,117371,0.003459116817612528,4.0,8.0,20.0,20.0,20.0,,
Sarah Nørris || Enhedslisten - De Rød-Grønne || sydjylland,Sarah Nørris,Enhedslisten - De Rød-Grønne,sydjylland,0.0,Ikke oplyst,0,226,86659,0.0026079230085738355,0.0,0.0,0.0,0.0,0.0,0.010183845205552875,11.0
Sascha Faxe || Alternativet || sjælland,Sascha Faxe,Alternativet,sjælland,0.0,Kandidat-/masteruddannelse,1,1290,44532,0.028967933171651847,3.0,5.0,9.0,12.0,17.0,0.040499336370484626,4.0
Sasja Elkjær Krogsdal || Alternativet || østjylland,Sasja Elkjær Krogsdal,Alternativet,østjylland,0.0,Ikke oplyst,0,56,44532,0.00125752268031977,0.0,0.0,0.0,0.0,0.0,,
Sebastian Bloch Jensen || SF - Socialistisk Folkeparti || bornholm,Sebastian Bloch Jensen,SF - Socialistisk Folkeparti,bornholm,0.0,Kandidat-/masteruddannelse,0,1059,180086,0.005880523749764001,0.0,0.0,0.0,0.0,0.0,,
Sebastian Mylsted || Danmarksdemokraterne - Inger Støjberg || københavns omegn,Sebastian Mylsted,Danmarksdemokraterne - Inger Støjberg,københavns omegn,0.0,Kandidat-/masteruddannelse,0,157,75770,0.0020720601821301306,0.0,0.0,0.0,0.0,0.0,,
Sebastian Støckler || Venstre || østjylland,Sebastian Støckler,Venstre,østjylland,0.0,Bachelor-/diplomuddannelse,0,581,235636,0.0024656673852891746,0.0,0.0,0.0,0.0,0.0,,
Siff Tang Lassen || Det Konservative Folkeparti || vestjylland,Siff Tang Lassen,Det Konservative Folkeparti,vestjylland,0.0,Bachelor-/diplomuddannelse,0,295,133656,0.0022071586760040703,0.0,0.0,0.0,0.0,0.0,0.005260293850897877,26.0
Signe Munk || SF - Socialistisk Folkeparti || vestjylland,Signe Munk,SF - Socialistisk Folkeparti,vestjylland,0.0,Bachelor-/diplomuddannelse,0,13806,180086,0.0766633719445154,0.0,0.0,0.0,0.0,0.0,0.10682555726977709,2.0
Signe Sofie Larsen || Alternativet || vestjylland,Signe Sofie Larsen,Alternativet,vestjylland,0.0,Ikke oplyst,0,457,44532,0.010262283301895266,0.0,0.0,0.0,0.0,0.0,,
Signe Wenneberg || Alternativet || københavns omegn,Signe Wenneberg,Alternativet,københavns omegn,0.0,Bachelor-/diplomuddannelse,0,3349,44532,0.07520434743555196,0.0,0.0,0.0,0.0,0.0,,
Sigurd Agersnap || SF - Socialistisk Folkeparti || københavns omegn,Sigurd Agersnap,SF - Socialistisk Folkeparti,københavns omegn,0.0,Kandidat-/masteruddannelse,0,3546,180086,0.019690592272580878,0.0,0.0,0.0,0.0,0.0,0.03799808480076608,8.0
Sigurd Hebo Lønholdt || Det Konservative Folkeparti || københavns omegn,Sigurd Hebo Lønholdt,Det Konservative Folkeparti,københavns omegn,0.0,Kandidat-/masteruddannelse,0,128,133656,0.0009576824085712575,0.0,0.0,0.0,0.0,0.0,,
Silas Ipsen || Det Konservative Folkeparti || sjælland,Silas Ipsen,Det Konservative Folkeparti,sjælland,0.0,Gymnasial uddannelse,0,568,133656,0.004249715688034956,0.0,0.0,0.0,0.0,0.0,,
Simon Bech Munch-Petersen || Radikale Venstre || bornholm,Simon Bech Munch-Petersen,Radikale Venstre,bornholm,0.0,Ikke oplyst,0,36,100983,0.0003564956477823,0.0,0.0,0.0,0.0,0.0,,
Simon Hampe || Dansk Folkeparti || sjælland,Simon Hampe,Dansk Folkeparti,sjælland,0.0,Bachelor-/diplomuddannelse,0,179,126849,0.001411126615109303,0.0,0.0,0.0,0.0,0.0,0.008933830748085608,14.0
Simon Højer || Det Konservative Folkeparti || vestjylland,Simon Højer,Det Konservative Folkeparti,vestjylland,0.0,Ikke oplyst,0,255,133656,0.0019078829233255522,0.0,0.0,0.0,0.0,0.0,,
Simon Kollerup || Socialdemokratiet || nordjylland,Simon Kollerup,Socialdemokratiet,nordjylland,0.0,Kandidat-/masteruddannelse,1,9050,369428,0.02449733100901935,4.0,9.0,10.0,10.0,10.0,0.02791450813553424,7.0
Simon Meyer Off || SF - Socialistisk Folkeparti || fyn,Simon Meyer Off,SF - Socialistisk Folkeparti,fyn,0.0,Kandidat-/masteruddannelse,1,645,180086,0.0035816221138789245,0.0,2.0,3.0,3.0,16.0,,
Simon Rigét || Alternativet || nordsjælland,Simon Rigét,Alternativet,nordsjælland,0.0,Ikke oplyst,0,63,44532,0.0014147130153597412,0.0,0.0,0.0,0.0,0.0,,
Sinem Dybvad Demir || Enhedslisten - De Rød-Grønne || nordsjælland,Sinem Dybvad Demir,Enhedslisten - De Rød-Grønne,nordsjælland,0.0,Erhvervsuddannelse,1,1318,86659,0.015209037722567766,6.0,10.0,17.0,21.0,21.0,,
Sofie Christiansen || SF - Socialistisk Folkeparti || bornholm,Sofie Christiansen,SF - Socialistisk Folkeparti,bornholm,0.0,Gymnasial uddannelse,0,266,180086,0.0014770720655686727,0.0,0.0,0.0,0.0,0.0,,
Sofie F. Villadsen || SF - Socialistisk Folkeparti || københavns omegn,Sofie F. Villadsen,SF - Socialistisk Folkeparti,københavns omegn,0.0,Kandidat-/masteruddannelse,1,3349,180086,0.018596670479659717,1.0,3.0,10.0,16.0,17.0,0.02512368995052402,17.0
Sofie Faureholm Lundsberg || Alternativet || nordsjælland,Sofie Faureholm Lundsberg,Alternativet,nordsjælland,0.0,Ikke oplyst,0,36,44532,0.0008084074373484236,0.0,0.0,0.0,0.0,0.0,,
Sofie Holm || Radikale Venstre || sjælland,Sofie Holm,Radikale Venstre,sjælland,0.0,Bachelor-/diplomuddannelse,1,831,100983,0.008229107869641424,0.0,4.0,10.0,14.0,30.0,,
Sofie Lippert || SF - Socialistisk Folkeparti || østjylland,Sofie Lippert,SF - Socialistisk Folkeparti,østjylland,0.0,Bachelor-/diplomuddannelse,1,4516,180086,0.02507690769965461,5.0,8.0,21.0,30.0,32.0,0.031095387561844975,11.0
Sofie Mosgaard || Venstre || fyn,Sofie Mosgaard,Venstre,fyn,0.0,Bachelor-/diplomuddannelse,1,1151,235636,0.004884652599772531,8.0,31.0,31.0,31.0,31.0,,
Sofie Therese Svendsen || Det Konservative Folkeparti || nordjylland,Sofie Therese Svendsen,Det Konservative Folkeparti,nordjylland,0.0,Ikke oplyst,0,2488,133656,0.01861495181660382,0.0,0.0,0.0,0.0,0.0,,
Sofie Valbjørn || Alternativet || bornholm,Sofie Valbjørn,Alternativet,bornholm,0.0,Ikke oplyst,0,57,44532,0.0012799784424683373,0.0,0.0,0.0,0.0,0.0,,
Sofie de Bretteville || Socialdemokratiet || københavns omegn,Sofie de Bretteville,Socialdemokratiet,københavns omegn,0.0,Ikke oplyst,0,4431,369428,0.01199421808850439,0.0,0.0,0.0,0.0,0.0,,
Sofus Teislev || SF - Socialistisk Folkeparti || sydjylland,Sofus Teislev,SF - Socialistisk Folkeparti,sydjylland,0.0,Kandidat-/masteruddannelse,0,471,180086,0.0026154170785069354,0.0,0.0,0.0,0.0,0.0,,
Sophie Hæstorp Andersen || Socialdemokratiet || københavn,Sophie Hæstorp Andersen,Socialdemokratiet,københavn,0.0,Kandidat-/masteruddannelse,0,2187,369428,0.0059199627532293166,0.0,0.0,0.0,0.0,0.0,,
Sophie Løhde || Venstre || nordsjælland,Sophie Løhde,Venstre,nordsjælland,0.0,Bachelor-/diplomuddannelse,0,6784,235636,0.028790167886061552,0.0,0.0,0.0,0.0,0.0,0.08273422730568299,2.0
Steen Asgeir Petersen || Radikale Venstre || nordjylland,Steen Asgeir Petersen,Radikale Venstre,nordjylland,0.0,Bachelor-/diplomuddannelse,0,119,100983,0.0011784161690581584,0.0,0.0,0.0,0.0,0.0,,
Steen Tofteng || Liberal Alliance || nordsjælland,Steen Tofteng,Liberal Alliance,nordsjælland,0.0,Erhvervsuddannelse,0,94,117371,0.0008008792631910779,0.0,0.0,0.0,0.0,0.0,,
Steffen Friis || Liberal Alliance || sjælland,Steffen Friis,Liberal Alliance,sjælland,0.0,Erhvervsuddannelse,1,92,117371,0.0007838392788678634,4.0,6.0,12.0,12.0,12.0,,
Steffen Hedegaard Attermann Brinch || Alternativet || østjylland,Steffen Hedegaard Attermann Brinch,Alternativet,østjylland,0.0,Erhvervsuddannelse,0,393,44532,0.008825114524386958,0.0,0.0,0.0,0.0,0.0,,
Steffen Holme Helledie || Radikale Venstre || nordjylland,Steffen Holme Helledie,Radikale Venstre,nordjylland,0.0,Kandidat-/masteruddannelse,0,1124,100983,0.011130586336314034,0.0,0.0,0.0,0.0,0.0,0.01075555340229161,20.0
Steffen Larsen || Liberal Alliance || sydjylland,Steffen Larsen,Liberal Alliance,sydjylland,0.0,Erhvervsuddannelse,1,1593,117371,0.013572347513440287,0.0,3.0,5.0,5.0,5.0,,
Steffen Sjørslev || Liberal Alliance || nordsjælland,Steffen Sjørslev,Liberal Alliance,nordsjælland,0.0,Ikke oplyst,0,92,117371,0.0007838392788678634,0.0,0.0,0.0,0.0,0.0,0.002210566783831283,27.0
Steffen Tolstrup || Alternativet || vestjylland,Steffen Tolstrup,Alternativet,vestjylland,0.0,Bachelor-/diplomuddannelse,0,58,44532,0.0013024342046169047,0.0,0.0,0.0,0.0,0.0,,
Steffen Troldtoft || Liberal Alliance || vestjylland,Steffen Troldtoft,Liberal Alliance,vestjylland,0.0,Kandidat-/masteruddannelse,0,132,117371,0.001124638965332152,0.0,0.0,0.0,0.0,0.0,0.003212873462214411,25.0
Steffen W. Frølund || Liberal Alliance || nordsjælland,Steffen W. Frølund,Liberal Alliance,nordsjælland,0.0,Kandidat-/masteruddannelse,1,1868,117371,0.01591534535788227,0.0,0.0,0.0,0.0,0.0,0.029108084358523727,6.0
Sten Larsen || Moderaterne || østjylland,Sten Larsen,Moderaterne,østjylland,0.0,Kandidat-/masteruddannelse,0,713,100412,0.007100744930884755,0.0,0.0,0.0,0.0,0.0,,
Sten Schmidl Søbjærg || Liberal Alliance || nordsjælland,Sten Schmidl Søbjærg,Liberal Alliance,nordsjælland,0.0,Ph.d.-uddannelse,0,78,117371,0.0006645593886053625,0.0,0.0,0.0,0.0,0.0,,
Stephanie Lose || Venstre || sydjylland,Stephanie Lose,Venstre,sydjylland,0.0,Kandidat-/masteruddannelse,0,31008,235636,0.13159279566789456,0.0,0.0,0.0,0.0,0.0,,
Stig Ekman || Socialdemokratiet || københavn,Stig Ekman,Socialdemokratiet,københavn,0.0,Bachelor-/diplomuddannelse,0,189,369428,0.0005116017194148792,0.0,0.0,0.0,0.0,0.0,,
